,title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,precio_certificado
906,Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),11431,Self-paced on your time,Catalyst,Introductory,Business & Management,Español,Español,1–2 hours per week,4 Weeks,50
907,Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,0,Self-paced on your time,Delft University of Technology,Introductory,Business & Management,Inglés,Inglés,4–6 hours per week,6 Weeks,50
908,AP® Calculus BC,8542,Self-paced on your time,Davidson Next,Introductory,Math,Inglés,Inglés,2–4 hours per week,11 Weeks,49
909,Advanced Linear Algebra: Foundations to Frontiers,0,Self-paced on your time,The University of Texas at Austin,Advanced,Computer Science,Inglés,Inglés,8–12 hours per week,16 Weeks,49
910,Entrepreneurial Opportunities,27182,Self-paced on your time,University of Adelaide,Introductory,Business & Management,Inglés,Inglés,2–3 hours per week,5 Weeks,50
911,Agua en América Latina: Abundancia en medio de la escasez mundial,38581,Self-paced on your time,Inter-American Development Bank,Introductory,Environmental Studies,Español,Español,3–4 hours per week,10 Weeks,25
912,Understanding Political Concepts,7421,Self-paced on your time,Università degli Studi di Napoli Federico II,Introductory,Social Sciences,Inglés,Inglés,4–6 hours per week,6 Weeks,59
913,How to Code: Complex Data,34190,Self-paced on your time,University of British Columbia,Introductory,Computer Science,Inglés,Inglés,2–3 hours per week,6 Weeks,125
914,Hypersonics – from Shock Waves to Scramjets,19043,Self-paced on your time,The University of Queensland,Advanced,Engineering,Inglés,Inglés,4–8 hours per week,4 Weeks,99
915,Micro and Nanofabrication (MEMS),16094,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Engineering,Inglés,"Inglés, Francés",3–5 hours per week,7 Weeks,199
916,Scientific Methods and Research,7501,Self-paced on your time,Ural Federal University,Intermediate,Science,Inglés,Inglés,3–4 hours per week,5 Weeks,49
917,Customer Centric Marketing for Entrepreneurs,14003,Self-paced on your time,Babson College,Intermediate,Business & Management,Inglés,Inglés,4–6 hours per week,4 Weeks,149
918,Dog Behavior: Problems and Solutions,16467,Self-paced on your time,Arizona State University,Intermediate,Social Sciences,Inglés,Inglés,4–10 hours per week,3 Weeks,169
919,The Business of Mining,20406,Self-paced on your time,Curtin University,Introductory,Business & Management,Inglés,Inglés,2–3 hours per week,4 Weeks,139
920,"Social Work Practice in Community Organization, Management and Policy/Evaluation",9522,Self-paced on your time,The University of Michigan,Advanced,Social Sciences,Inglés,Inglés,8–10 hours per week,8 Weeks,199
921,The Business of Aging in the Longevity Economy,0,Self-paced on your time,Georgetown University,Introductory,Social Sciences,Inglés,Inglés,1–2 hours per week,4 Weeks,139
922,Understanding the Australian Health Care System,8343,Self-paced on your time,The University of Queensland,Introductory,Medicine,Inglés,Inglés,1–2 hours per week,9 Weeks,59
923,Age of Sustainable Development,10019,Self-paced on your time,SDG Academy,Intermediate,Social Sciences,Inglés,"Inglés, Portugués, Русский",4–6 hours per week,14 Weeks,49
924,Internationalization: Creating Digital Content for the World,0,Self-paced on your time,University of Washington,Advanced,Computer Science,Inglés,Inglés,2–5 hours per week,4 Weeks,199
925,Multi-Object Tracking for Automotive Systems,8581,Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,Inglés,Inglés,10–20 hours per week,10 Weeks,249
926,Economics and Policies in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,Advanced,Energy & Earth Sciences,Inglés,Inglés,12–20 hours per week,4 Weeks,149
927,Strategic Leadership in Healthcare,6237,Self-paced on your time,Doane University,Intermediate,Business & Management,Inglés,Inglés,5–10 hours per week,5 Weeks,199
928,Terrorism and Counterterrorism: An Introduction,14128,Self-paced on your time,Georgetown University,Introductory,Humanities,Inglés,Inglés,8–10 hours per week,3 Weeks,49
929,Exploring Psychology's Core Concepts|走进心理学,5741,Self-paced on your time,Tsinghua University,Introductory,Social Sciences,Inglés,Inglés,3–5 hours per week,6 Weeks,139
930,Creating Virtual Reality (VR) Apps,22349,Self-paced on your time,"The University of California, San Diego",Intermediate,Computer Science,Inglés,Inglés,5–7 hours per week,6 Weeks,99
931,Análisis Multivariable en SPSS,0,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,Español,4–5 hours per week,5 Weeks,49
932,Steps in Japanese for Beginners2 Part1,0,Self-paced on your time,Waseda University,Introductory,Language,Inglés,Inglés,3–5 hours per week,5 Weeks,99
933,"Competencias para buscar, mantener y promocionar en un empleo",0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Social Sciences,Español,Español,3–5 hours per week,4 Weeks,49
934,Dynamics and Control,27763,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Engineering,Inglés,Inglés,4–5 hours per week,6 Weeks,50
935,Finding Your Cybersecurity Career Path,19283,Self-paced on your time,University of Washington,Introductory,Computer Science,Inglés,Inglés,2–5 hours per week,6 Weeks,199
936,Introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,12674,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Humanities,Español,Español,3–4 hours per week,6 Weeks,29
937,Mechanics: Rotational Dynamics,13183,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Physics,Inglés,Inglés,10–12 hours per week,12 Weeks,49
938,Applying Health Coaching in Patient Care,0,Self-paced on your time,Doane University,Introductory,Medicine,Inglés,Inglés,5–10 hours per week,3 Weeks,199
939,Databases: Modeling and Theory,0,Self-paced on your time,Stanford University,Introductory,Computer Science,Inglés,Inglés,8–10 hours per week,2 Weeks,50
940,"Islamic Banking: Principles, Practice and Risk Management",0,Self-paced on your time,The Islamic Research and Training Institute,Introductory,Economics & Finance,Inglés,Inglés,3–6 hours per week,4 Weeks,49
941,Liderazgo orientado al florecimiento humano,7911,Self-paced on your time,Tecnológico de Monterrey,Introductory,Business & Management,Español,Español,5–8 hours per week,4 Weeks,149
942,Software Construction: Object-Oriented Design,23100,Self-paced on your time,University of British Columbia,Intermediate,Computer Science,Inglés,Inglés,8–10 hours per week,6 Weeks,125
943,"Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa",0,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,Inglés,Inglés,2–3 hours per week,7 Weeks,199
944,Fondements de l’économie sociale et solidaire,0,Instructor-led on a course schedule,Université catholique de Louvain,Intermediate,Social Sciences,Francés,Francés,2–3 hours per week,12 Weeks,50
945,The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,17941,Self-paced on your time,Columbia University,Introductory,History,Inglés,Inglés,6–8 hours per week,12 Weeks,50
946,Innovation Strategies for Electric Mobility: The StreetScooter Case,0,Self-paced on your time,RWTH Aachen University,Intermediate,Business & Management,Inglés,Inglés,2–4 hours per week,6 Weeks,99
947,Sustainable Energy,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Energy & Earth Sciences,Inglés,Inglés,8–12 hours per week,13 Weeks,149
948,Designing and Leading Learning Systems,11895,Self-paced on your time,The University of Michigan,Advanced,Education & Teacher Training,Inglés,Inglés,2–4 hours per week,8 Weeks,199
949,How the U.S. Government Works & How to Get Involved,5930,Self-paced on your time,Georgetown University,Introductory,Social Sciences,Inglés,Inglés,4–5 hours per week,6 Weeks,49
950,Inspiring and Motivating Arts and Culture Teams,10817,Self-paced on your time,The University of Michigan,Introductory,Business & Management,Inglés,Inglés,3–5 hours per week,5 Weeks,49
951,Principles of Microeconomics: An Economist Way of Thinking,0,Self-paced on your time,The University of Queensland,Intermediate,Economics & Finance,Inglés,Inglés,1–2 hours per week,6 Weeks,149
952,A System View of Communications: From Signals to Packets (Part 1),34261,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Computer Science,Inglés,Inglés,4–6 hours per week,7 Weeks,60
953,"Invasions, Rebellions, and the Fall of Imperial China",41537,Self-paced on your time,Harvard University,Introductory,History,Inglés,"Inglés, Chino",1–3 hours per week,15 Weeks,139
954,AP® English Literature & Composition – Part 3: Plays,6443,Self-paced on your time,"University of California, Berkeley",Introductory,Humanities,Inglés,Inglés,4–5 hours per week,7 Weeks,49
955,Cómo implantar grupos de mejora de procesos,28100,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Business & Management,Español,Español,3–4 hours per week,8 Weeks,150
956,Proteins: Biology's Workforce,25893,Self-paced on your time,Rice University,Intermediate,Biology & Life Sciences,Inglés,Inglés,4–6 hours per week,5 Weeks,169
957,Introducción a los ritmos y relojes biológicos,6149,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,"Inglés, Español",6–8 hours per week,4 Weeks,50
958,Linear Algebra I: Linear Equations,0,Self-paced on your time,The Georgia Institute of Technology,Intermediate,Math,Inglés,Inglés,5–6 hours per week,3 Weeks,199
959,"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",10205,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Engineering,Inglés,Inglés,4–5 hours per week,7 Weeks,169
960,Fundamentos de Electromagnetismo para Ingeniería,15040,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Physics,Español,Español,4–5 hours per week,7 Weeks,49
961,Sustainable Food Systems: A Mediterranean Perspective,6480,Self-paced on your time,SDG Academy,Intermediate,Food & Nutrition,Inglés,"Inglés, Francés, Italiano",2–4 hours per week,10 Weeks,49
962,Scripting and Programming Foundations,0,Self-paced on your time,Western Governors University,Introductory,Computer Science,Inglés,Inglés,9–10 hours per week,8 Weeks,299
963,Using GPUs to Scale and Speed-up Deep Learning,9294,Self-paced on your time,IBM,Intermediate,Data Analysis & Statistics,Inglés,Inglés,2–4 hours per week,5 Weeks,99
964,StudioX: Creating a Course with edX Studio,20355,Self-paced on your time,edX,Introductory,Education & Teacher Training,Inglés,Inglés,4–6 hours per week,3 Weeks,99
965,The Power of Data,0,Self-paced on your time,Rolls-Royce,Introductory,Data Analysis & Statistics,Inglés,Inglés,1–5 hours per week,2 Weeks,49
966,Introducción a las ondas gravitacionales,8657,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,"Inglés, Español",5–7 hours per week,4 Weeks,50
967,Drones and Autonomous Systems 2: Applications in Emergency Management,0,Self-paced on your time,University of Maryland Global Campus-University System of Maryland,Intermediate,Science,Inglés,Inglés,2–3 hours per week,6 Weeks,149
968,MathTrackX: Differential Calculus,0,Self-paced on your time,University of Adelaide,Introductory,Math,Inglés,Inglés,3–6 hours per week,4 Weeks,79
969,Global China: From the Mongols to the Ming,41902,Self-paced on your time,Harvard University,Introductory,History,Inglés,"Inglés, Chino",1–3 hours per week,15 Weeks,139
970,Leaders in Citizen Security and Justice Management for the Caribbean,0,Self-paced on your time,Inter-American Development Bank,Intermediate,Social Sciences,Inglés,Inglés,4–5 hours per week,10 Weeks,25
971,Pattern Studying and Making | 图案审美与创作,0,Self-paced on your time,Tsinghua University,Introductory,Art & Culture,Chino,"Inglés, Chino",3–5 hours per week,12 Weeks,139
972,Computational Neuroscience: Neuronal Dynamics of Cognition,11246,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Biology & Life Sciences,Inglés,Inglés,4–6 hours per week,6 Weeks,139
973,Cities and the Challenge of Sustainable Development,8775,Self-paced on your time,SDG Academy,Introductory,Environmental Studies,Inglés,Inglés,1–2 hours per week,1 Weeks,25
974,MathTrackX: Special Functions,0,Self-paced on your time,University of Adelaide,Introductory,Math,Inglés,Inglés,3–6 hours per week,4 Weeks,79
